VTX, IDX, in_POSITION0.x, in_POSITION0.y, in_POSITION0.z, in_NORMAL0.x, in_NORMAL0.y, in_NORMAL0.z, in_TANGENT0.x, in_TANGENT0.y, in_TANGENT0.z, in_TANGENT0.w, in_TEXCOORD0.x, in_TEXCOORD0.y, in_TEXCOORD1.x, in_TEXCOORD1.y
668, 1661, -0.15462, -0.02945, -0.06498, -0.26699, -0.33526, -0.9035, -0.36292,  0.90349, -0.22801, -1.00,  0.1261,  0.857,  0.03375,  0.12459
669, 969, -0.17325, -0.02163,  0.05078, -0.60418, -0.24423,  0.7585,  0.35751, -0.93377, -0.01589, -1.00,  0.8083,  0.9067,  0.17195,  0.13466
670, 968, -0.16819, -0.00031,  0.05614, -0.44974,  0.07385,  0.8901,  0.122, -0.98216,  0.14313, -1.00,  0.8157,  0.8715,  0.17345,  0.12753
671, 970, -0.181, -0.00189,  0.0466, -0.67203,  0.00336,  0.74052,  0.13735, -0.98207,  0.1291, -1.00,  0.7659,  0.9152,  0.16336,  0.13638
672, 1651, -0.13008, -0.00825, -0.07132, -0.01866, -0.03728, -0.99913,  0.02698,  0.99892, -0.03778, -1.00,  0.0864,  0.7459,  0.02571,  0.10208
673, 1648, -0.11225, -0.01721, -0.06957,  0.17016, -0.21004, -0.96277,  0.204,  0.96336, -0.17412, -1.00,  0.0464,  0.6783,  0.0176,  0.08839
674, 1650, -0.12346, -0.02489, -0.06855,  0.08418, -0.29202, -0.9527,  0.22107,  0.93774, -0.2679, -1.00,  0.0344,  0.7207,  0.01517,  0.09698
675, 1381, -0.10893,  0.00561,  0.07192,  0.42131,  0.70103,  0.57538,  0.61833,  0.24208, -0.74771, -1.00,  0.7298,  0.2313,  0.89272,  0.09583
676, 1380, -0.11119,  0.00865,  0.07015,  0.52659,  0.6174,  0.58439,  0.71284,  0.05389, -0.69926, -1.00,  0.7425,  0.1919,  0.89659,  0.0798
677, 1384, -0.11324,  0.00784,  0.07163, -0.15996,  0.47936,  0.86292,  0.63468,  0.71948, -0.28202, -1.00,  0.7322,  0.1857,  0.89335,  0.07742
678, 1374, -0.10807,  0.00522,  0.06938,  0.48389,  0.76657,  0.42217,  0.86082, -0.5038, -0.07188, -1.00,  0.7519,  0.2205,  0.90073,  0.08933
679, 1377, -0.10987,  0.00778,  0.06828,  0.61616,  0.62439,  0.48008,  0.78279, -0.41808, -0.46092, -1.00,  0.7545,  0.1848,  0.90008,  0.07781
680, 1380, -0.11119,  0.00865,  0.07015,  0.52659,  0.6174,  0.58439,  0.71284,  0.05389, -0.69926, -1.00,  0.7425,  0.1919,  0.89659,  0.0798
681, 1882, -0.09456, -0.01198, -0.07521,  0.14092, -0.9749, -0.17237, -0.48624,  0.08351, -0.86983, -1.00,  0.1829,  0.2402,  0.82732,  0.09542
682, 1802, -0.09057, -0.00978, -0.0749,  0.4474, -0.19531, -0.87274, -0.78667,  0.37825, -0.48793, -1.00,  0.1707,  0.2111,  0.82129,  0.085
683, 1881, -0.09031, -0.01111, -0.07327,  0.33093, -0.9392, -0.09158, -0.53985, -0.10883, -0.8347, -1.00,  0.1583,  0.2198,  0.81804,  0.08736
684, 1343, -0.08595,  0.01249,  0.06106,  0.02924,  0.57974,  0.81428,  0.96854,  0.18496, -0.16647, -1.00,  0.9215,  0.1101,  0.96139,  0.04971
685, 1352, -0.09072,  0.01005,  0.06391,  0.27612,  0.54741,  0.79,  0.95825, -0.09326, -0.2703, -1.00,  0.8981,  0.1283,  0.95406,  0.0558
686, 1353, -0.08871,  0.0088,  0.06445,  0.145,  0.61716,  0.77336,  0.98774, -0.04459, -0.14961, -1.00,  0.9021,  0.1372,  0.95481,  0.05899
687, 1633, -0.06693,  0.00023, -0.04588,  0.61624, -0.09385, -0.78175, -0.16839,  0.95397, -0.24738, -1.00,  0.0851,  0.3963,  0.02544,  0.03126
688, 1639, -0.05723,  0.00445, -0.03829,  0.55594, -0.04808, -0.82918,  0.27184,  0.95362,  0.1263, -1.00,  0.121,  0.3484,  0.03271,  0.02155
689, 1638, -0.06024, -0.00633, -0.03909,  0.60169, -0.22386, -0.76597,  0.33516,  0.94174, -0.01266, -1.00,  0.0533,  0.3726,  0.019,  0.02646
690, 1376, -0.10625,  0.00695,  0.06732,  0.12287,  0.60425,  0.78726,  0.9746, -0.22315,  0.01917, -1.00,  0.788,  0.1844,  0.91265,  0.07855
691, 1364, -0.10107,  0.00742,  0.06783, -0.02692,  0.47081,  0.88182,  0.99123, -0.1016,  0.0845, -1.00,  0.8339,  0.1593,  0.93109,  0.06731
692, 1379, -0.1054,  0.00964,  0.06523,  0.01676,  0.67594,  0.73677,  0.99037, -0.1125,  0.08068, -1.00,  0.8164,  0.1226,  0.9243,  0.05309
693, 1946, -0.09456, -0.01198, -0.07521,  0.14092, -0.9749, -0.17237, -0.48624,  0.08351, -0.86983, -1.00,  0.1829,  0.2402,  0.82732,  0.09542
694, 1945, -0.09031, -0.01111, -0.07327,  0.33093, -0.9392, -0.09158, -0.53985, -0.10883, -0.8347, -1.00,  0.1583,  0.2198,  0.81804,  0.08736
695, 1944, -0.09507, -0.00982, -0.07072, -0.03934, -0.97974,  0.19637,  0.16483, -0.20019, -0.96579, -1.00,  0.12,  0.2547,  0.79885,  0.10367
696, 1354, -0.09576,  0.00921,  0.06693,  0.1597,  0.57763,  0.80052,  0.97473,  0.03604, -0.22046, -1.00,  0.8657,  0.1406,  0.94317,  0.05914
697, 1418, -0.1009,  0.01058,  0.06535,  0.00254,  0.81674,  0.577,  0.99994, -0.00807,  0.00703, -1.00,  0.8491,  0.1133,  0.93615,  0.04985
698, 1364, -0.10107,  0.00742,  0.06783, -0.02692,  0.47081,  0.88182,  0.99123, -0.1016,  0.0845, -1.00,  0.8339,  0.1593,  0.93109,  0.06731
699, 1353, -0.08871,  0.0088,  0.06445,  0.145,  0.61716,  0.77336,  0.98774, -0.04459, -0.14961, -1.00,  0.9021,  0.1372,  0.95481,  0.05899
700, 1348, -0.08382,  0.01176,  0.06157,  0.44574,  0.25338,  0.85856,  0.87975,  0.05321, -0.47244, -1.00,  0.9338,  0.1187,  0.96591,  0.05224
701, 1343, -0.08595,  0.01249,  0.06106,  0.02924,  0.57974,  0.81428,  0.96854,  0.18496, -0.16647, -1.00,  0.9215,  0.1101,  0.96139,  0.04971
702, 1943, -0.0861, -0.00942, -0.07099,  0.4481, -0.89307, -0.04035, -0.43438, -0.17806, -0.88295, -1.00,  0.1353,  0.2012,  0.81105,  0.08144
703, 1944, -0.09507, -0.00982, -0.07072, -0.03934, -0.97974,  0.19637,  0.16483, -0.20019, -0.96579, -1.00,  0.12,  0.2547,  0.79885,  0.10367
704, 1945, -0.09031, -0.01111, -0.07327,  0.33093, -0.9392, -0.09158, -0.53985, -0.10883, -0.8347, -1.00,  0.1583,  0.2198,  0.81804,  0.08736
705, 981, -0.18539, -0.02672,  0.0366, -0.75098, -0.36393,  0.55098,  0.43505, -0.9004, -0.00174, -1.00,  0.7613,  0.9483,  0.16243,  0.14309
706, 970, -0.181, -0.00189,  0.0466, -0.67203,  0.00336,  0.74052,  0.13735, -0.98207,  0.1291, -1.00,  0.7659,  0.9152,  0.16336,  0.13638
707, 974, -0.19357, -0.00523,  0.03178, -0.85295, -0.07682,  0.51631,  0.17003, -0.97606,  0.13567, -1.00,  0.7105,  0.9529,  0.15214,  0.14402
708, 1488, -0.1155,  0.00993,  0.06843, -0.95075,  0.1017,  0.29279,  0.13405,  0.98664,  0.09261, -1.00,  0.7386,  0.1391,  0.89585,  0.06106
709, 1489, -0.11156,  0.00341,  0.06802, -0.61754, -0.77697, -0.12231, -0.78654,  0.60986,  0.0971, -1.00,  0.6989,  0.1355,  0.87857,  0.05615
710, 1490, -0.11451,  0.00699,  0.07124, -0.87761, -0.11091,  0.46636, -0.0671,  0.99171,  0.10958, -1.00,  0.7231,  0.1783,  0.8898,  0.07532
711, 1881, -0.09031, -0.01111, -0.07327,  0.33093, -0.9392, -0.09158, -0.53985, -0.10883, -0.8347, -1.00,  0.1583,  0.2198,  0.81804,  0.08736
712, 1798, -0.08722, -0.00828, -0.07325,  0.51978, -0.16604, -0.83801, -0.78576,  0.29204, -0.54525, -1.00,  0.1453,  0.193,  0.81224,  0.07868
713, 1880, -0.0861, -0.00942, -0.07099,  0.4481, -0.89307, -0.04035, -0.43438, -0.17806, -0.88295, -1.00,  0.1353,  0.2012,  0.81105,  0.08144
714, 1354, -0.09576,  0.00921,  0.06693,  0.1597,  0.57763,  0.80052,  0.97473,  0.03604, -0.22046, -1.00,  0.8657,  0.1406,  0.94317,  0.05914
715, 1352, -0.09072,  0.01005,  0.06391,  0.27612,  0.54741,  0.79,  0.95825, -0.09326, -0.2703, -1.00,  0.8981,  0.1283,  0.95406,  0.0558
716, 1351, -0.09187,  0.01142,  0.06418,  0.11874,  0.71835,  0.68547,  0.96321,  0.0843, -0.2552, -1.00,  0.888,  0.1207,  0.95033,  0.05358
717, 1883, -0.09465, -0.01049, -0.07664,  0.35705, -0.1581, -0.92061, -0.74034,  0.55307, -0.38212, -1.00,  0.1956,  0.2306,  0.82956,  0.09207
718, 1882, -0.09456, -0.01198, -0.07521,  0.14092, -0.9749, -0.17237, -0.48624,  0.08351, -0.86983, -1.00,  0.1829,  0.2402,  0.82732,  0.09542
719, 1884, -0.09859, -0.01185, -0.07672, -0.0643, -0.9674, -0.24497, -0.40743,  0.24954, -0.87848, -1.00,  0.2167,  0.271,  0.84223,  0.10791
720, 980, -0.19187, -0.03192,  0.01886, -0.83437, -0.47218,  0.2844,  0.49854, -0.86654,  0.02394, -1.00,  0.7239,  0.9751,  0.15485,  0.14852
721, 974, -0.19357, -0.00523,  0.03178, -0.85295, -0.07682,  0.51631,  0.17003, -0.97606,  0.13567, -1.00,  0.7105,  0.9529,  0.15214,  0.14402
722, 976, -0.20096, -0.00832,  0.01404, -0.95768, -0.14575,  0.2482,  0.19309, -0.96481,  0.17847, -1.00,  0.6519,  0.9787,  0.14027,  0.14925
723, 1882, -0.09456, -0.01198, -0.07521,  0.14092, -0.9749, -0.17237, -0.48624,  0.08351, -0.86983, -1.00,  0.1829,  0.2402,  0.82732,  0.09542
724, 1883, -0.09465, -0.01049, -0.07664,  0.35705, -0.1581, -0.92061, -0.74034,  0.55307, -0.38212, -1.00,  0.1956,  0.2306,  0.82956,  0.09207
725, 1802, -0.09057, -0.00978, -0.0749,  0.4474, -0.19531, -0.87274, -0.78667,  0.37825, -0.48793, -1.00,  0.1707,  0.2111,  0.82129,  0.085
726, 1944, -0.09507, -0.00982, -0.07072, -0.03934, -0.97974,  0.19637,  0.16483, -0.20019, -0.96579, -1.00,  0.12,  0.2547,  0.79885,  0.10367
727, 1947, -0.09859, -0.01185, -0.07672, -0.0643, -0.9674, -0.24497, -0.40743,  0.24954, -0.87848, -1.00,  0.2167,  0.271,  0.84223,  0.10791
728, 1946, -0.09456, -0.01198, -0.07521,  0.14092, -0.9749, -0.17237, -0.48624,  0.08351, -0.86983, -1.00,  0.1829,  0.2402,  0.82732,  0.09542
729, 1881, -0.09031, -0.01111, -0.07327,  0.33093, -0.9392, -0.09158, -0.53985, -0.10883, -0.8347, -1.00,  0.1583,  0.2198,  0.81804,  0.08736
730, 1802, -0.09057, -0.00978, -0.0749,  0.4474, -0.19531, -0.87274, -0.78667,  0.37825, -0.48793, -1.00,  0.1707,  0.2111,  0.82129,  0.085
731, 1798, -0.08722, -0.00828, -0.07325,  0.51978, -0.16604, -0.83801, -0.78576,  0.29204, -0.54525, -1.00,  0.1453,  0.193,  0.81224,  0.07868
732, 1462, -0.07985,  0.01488,  0.05782,  0.88819, -0.44895,  0.09781,  0.04296, -0.1308, -0.99048, -1.00,  0.9657,  0.0984,  0.97581,  0.04554
733, 1458, -0.08289,  0.00998,  0.06045,  0.86489, -0.46729,  0.18333,  0.18162, -0.04917, -0.98214, -1.00,  0.9494,  0.1279,  0.97037,  0.05584
734, 1461, -0.08438,  0.00993,  0.05692,  0.83558, -0.53929, -0.1048, -0.15246, -0.04435, -0.98731, -1.00,  0.9655,  0.1306,  0.97919,  0.05705
735, 936, -0.07521,  0.01795,  0.04424,  0.56826,  0.08469,  0.81764,  0.02163, -0.99582,  0.08833, -1.00,  0.89,  0.41,  0.1885,  0.03403
736, 940, -0.07899,  0.00661,  0.04897,  0.58911,  0.06289,  0.8056,  0.00446, -0.9972,  0.07458, -1.00,  0.9188,  0.4455,  0.19434,  0.04123
737, 939, -0.07102,  0.00729,  0.04333,  0.54188,  0.03436,  0.83954,  0.18855, -0.97845, -0.08173, -1.00,  0.9151,  0.3963,  0.19359,  0.03126
738, 1354, -0.09576,  0.00921,  0.06693,  0.1597,  0.57763,  0.80052,  0.97473,  0.03604, -0.22046, -1.00,  0.8657,  0.1406,  0.94317,  0.05914
739, 1417, -0.09187,  0.01142,  0.06418,  0.11874,  0.71835,  0.68547,  0.96321,  0.0843, -0.2552, -1.00,  0.888,  0.1207,  0.95033,  0.05358
740, 1415, -0.09322,  0.01082,  0.06221, -0.33355,  0.91428,  0.22986,  0.94175,  0.33428,  0.03695, -1.00,  0.8797,  0.1108,  0.947,  0.05083
741, 1901, -0.08277, -0.0062, -0.0594,  0.72073, -0.45396, -0.5239, -0.31131,  0.4633, -0.82972, -1.00,  0.0292,  0.1731,  0.76488,  0.06997
742, 1904, -0.09234, -0.01052, -0.06427,  0.42396, -0.63542, -0.64537,  0.36678,  0.77199, -0.51913, -1.00,  0.0606,  0.2243,  0.7762,  0.08947
743, 1902, -0.08672, -0.00718, -0.06659,  0.35164, -0.92367,  0.15228,  0.25127, -0.06357, -0.96583, -1.00,  0.0773,  0.2075,  0.78433,  0.087
744, 1941, -0.08286, -0.00738, -0.0689,  0.61638, -0.78649,  0.0387, -0.30926, -0.28698, -0.90664, -1.00,  0.1093,  0.1822,  0.80076,  0.07429
745, 1940, -0.08672, -0.00718, -0.06659,  0.35164, -0.92367,  0.15228,  0.25127, -0.06357, -0.96583, -1.00,  0.0773,  0.2075,  0.78433,  0.087
746, 1943, -0.0861, -0.00942, -0.07099,  0.4481, -0.89307, -0.04035, -0.43438, -0.17806, -0.88295, -1.00,  0.1353,  0.2012,  0.81105,  0.08144
747, 1904, -0.09234, -0.01052, -0.06427,  0.42396, -0.63542, -0.64537,  0.36678,  0.77199, -0.51913, -1.00,  0.0606,  0.2243,  0.7762,  0.08947
748, 1905, -0.09507, -0.00982, -0.07072, -0.03934, -0.97974,  0.19637,  0.16483, -0.20019, -0.96579, -1.00,  0.12,  0.2547,  0.79885,  0.10367
749, 1902, -0.08672, -0.00718, -0.06659,  0.35164, -0.92367,  0.15228,  0.25127, -0.06357, -0.96583, -1.00,  0.0773,  0.2075,  0.78433,  0.087
750, 976, -0.20096, -0.00832,  0.01404, -0.95768, -0.14575,  0.2482,  0.19309, -0.96481,  0.17847, -1.00,  0.6519,  0.9787,  0.14027,  0.14925
751, 978, -0.20275, -0.01046, -0.00662, -0.98116, -0.19063, -0.03151,  0.18325, -0.9698,  0.16095, -1.00,  0.5917,  0.9958,  0.12807,  0.15271
752, 985, -0.19313, -0.03633, -0.004, -0.84522, -0.53441,  0.00368,  0.53301, -0.84247,  0.07835, -1.00,  0.6851,  0.9958,  0.14699,  0.15271
753, 933, -0.06677,  0.01899,  0.03865,  0.52871,  0.12519,  0.83853, -0.01278, -0.98752,  0.15552, -1.00,  0.8606,  0.3685,  0.18255,  0.02563
754, 939, -0.07102,  0.00729,  0.04333,  0.54188,  0.03436,  0.83954,  0.18855, -0.97845, -0.08173, -1.00,  0.9151,  0.3963,  0.19359,  0.03126
755, 945, -0.06012,  0.00943,  0.03652,  0.49042,  0.06488,  0.86834,  0.29032,  0.9278, -0.23282,  1.00,  0.8792,  0.3484,  0.18632,  0.02155
756, 1379, -0.1054,  0.00964,  0.06523,  0.01676,  0.67594,  0.73677,  0.99037, -0.1125,  0.08068, -1.00,  0.8164,  0.1226,  0.9243,  0.05309
757, 1364, -0.10107,  0.00742,  0.06783, -0.02692,  0.47081,  0.88182,  0.99123, -0.1016,  0.0845, -1.00,  0.8339,  0.1593,  0.93109,  0.06731
758, 1418, -0.1009,  0.01058,  0.06535,  0.00254,  0.81674,  0.577,  0.99994, -0.00807,  0.00703, -1.00,  0.8491,  0.1133,  0.93615,  0.04985
759, 1647, -0.08277, -0.0062, -0.0594,  0.72073, -0.45396, -0.5239,  0.42158,  0.88696, -0.18859, -1.00,  0.0979,  0.5296,  0.02804,  0.05826
760, 1635, -0.07839,  0.00032, -0.05591,  0.85421, -0.18377, -0.48637,  0.17694,  0.98237, -0.06041, -1.00,  0.105,  0.4891,  0.02947,  0.05006
761, 1640, -0.07925, -0.01111, -0.05585,  0.62032, -0.20769, -0.75635,  0.13392,  0.97819, -0.15877, -1.00,  0.0677,  0.4903,  0.02192,  0.0503
762, 1354, -0.09576,  0.00921,  0.06693,  0.1597,  0.57763,  0.80052,  0.97473,  0.03604, -0.22046, -1.00,  0.8657,  0.1406,  0.94317,  0.05914
763, 1415, -0.09322,  0.01082,  0.06221, -0.33355,  0.91428,  0.22986,  0.94175,  0.33428,  0.03695, -1.00,  0.8797,  0.1108,  0.947,  0.05083
764, 1418, -0.1009,  0.01058,  0.06535,  0.00254,  0.81674,  0.577,  0.99994, -0.00807,  0.00703, -1.00,  0.8491,  0.1133,  0.93615,  0.04985
765, 1943, -0.0861, -0.00942, -0.07099,  0.4481, -0.89307, -0.04035, -0.43438, -0.17806, -0.88295, -1.00,  0.1353,  0.2012,  0.81105,  0.08144
766, 1940, -0.08672, -0.00718, -0.06659,  0.35164, -0.92367,  0.15228,  0.25127, -0.06357, -0.96583, -1.00,  0.0773,  0.2075,  0.78433,  0.087
767, 1944, -0.09507, -0.00982, -0.07072, -0.03934, -0.97974,  0.19637,  0.16483, -0.20019, -0.96579, -1.00,  0.12,  0.2547,  0.79885,  0.10367
768, 1880, -0.0861, -0.00942, -0.07099,  0.4481, -0.89307, -0.04035, -0.43438, -0.17806, -0.88295, -1.00,  0.1353,  0.2012,  0.81105,  0.08144
769, 1879, -0.08355, -0.00638, -0.07122,  0.61039, -0.11003, -0.78442, -0.76131,  0.19195, -0.61933, -1.00,  0.1186,  0.1718,  0.80229,  0.07128
770, 1878, -0.08286, -0.00738, -0.0689,  0.61638, -0.78649,  0.0387, -0.30926, -0.28698, -0.90664, -1.00,  0.1093,  0.1822,  0.80076,  0.07429
771, 1880, -0.0861, -0.00942, -0.07099,  0.4481, -0.89307, -0.04035, -0.43438, -0.17806, -0.88295, -1.00,  0.1353,  0.2012,  0.81105,  0.08144
772, 1798, -0.08722, -0.00828, -0.07325,  0.51978, -0.16604, -0.83801, -0.78576,  0.29204, -0.54525, -1.00,  0.1453,  0.193,  0.81224,  0.07868
773, 1879, -0.08355, -0.00638, -0.07122,  0.61039, -0.11003, -0.78442, -0.76131,  0.19195, -0.61933, -1.00,  0.1186,  0.1718,  0.80229,  0.07128
774, 1376, -0.10625,  0.00695,  0.06732,  0.12287,  0.60425,  0.78726,  0.9746, -0.22315,  0.01917, -1.00,  0.788,  0.1844,  0.91265,  0.07855
775, 1391, -0.11043,  0.01043,  0.06602,  0.64779,  0.50988,  0.56604,  0.75233, -0.54507, -0.36999, -1.00,  0.7768,  0.1352,  0.90828,  0.0576
776, 1377, -0.10987,  0.00778,  0.06828,  0.61616,  0.62439,  0.48008,  0.78279, -0.41808, -0.46092, -1.00,  0.7545,  0.1848,  0.90008,  0.07781
777, 1486, -0.11413,  0.00839,  0.06244, -0.66292, -0.05599,  0.7466, -0.15004,  0.98691, -0.05921, -1.00,  0.7333,  0.0819,  0.89204,  0.0345
778, 1489, -0.11156,  0.00341,  0.06802, -0.61754, -0.77697, -0.12231, -0.78654,  0.60986,  0.0971, -1.00,  0.6989,  0.1355,  0.87857,  0.05615
779, 1488, -0.1155,  0.00993,  0.06843, -0.95075,  0.1017,  0.29279,  0.13405,  0.98664,  0.09261, -1.00,  0.7386,  0.1391,  0.89585,  0.06106
780, 1438, -0.08081,  0.01616,  0.05907,  0.42714,  0.24154,  0.87132,  0.89851, -0.0056, -0.43892, -1.00,  0.9503,  0.095,  0.97141,  0.04468
781, 1439, -0.08382,  0.01176,  0.06157,  0.44574,  0.25338,  0.85856,  0.87975,  0.05321, -0.47244, -1.00,  0.9338,  0.1187,  0.96591,  0.05224
782, 1440, -0.08289,  0.00998,  0.06045,  0.86489, -0.46729,  0.18333,  0.18162, -0.04917, -0.98214, -1.00,  0.9494,  0.1279,  0.97037,  0.05584
783, 1883, -0.09465, -0.01049, -0.07664,  0.35705, -0.1581, -0.92061, -0.74034,  0.55307, -0.38212, -1.00,  0.1956,  0.2306,  0.82956,  0.09207
784, 1884, -0.09859, -0.01185, -0.07672, -0.0643, -0.9674, -0.24497, -0.40743,  0.24954, -0.87848, -1.00,  0.2167,  0.271,  0.84223,  0.10791
785, 1885, -0.0986, -0.01023, -0.07796,  0.22734, -0.13545, -0.96435, -0.6918,  0.6745, -0.25782, -1.00,  0.2301,  0.2607,  0.84399,  0.10412
786, 1340, -0.08787,  0.01316,  0.06058,  0.15703,  0.56586,  0.80941,  0.94369,  0.15566, -0.29191, -1.00,  0.9144,  0.1017,  0.95961,  0.04662
787, 1351, -0.09187,  0.01142,  0.06418,  0.11874,  0.71835,  0.68547,  0.96321,  0.0843, -0.2552, -1.00,  0.888,  0.1207,  0.95033,  0.05358
788, 1352, -0.09072,  0.01005,  0.06391,  0.27612,  0.54741,  0.79,  0.95825, -0.09326, -0.2703, -1.00,  0.8981,  0.1283,  0.95406,  0.0558
789, 1906, -0.10259, -0.00905, -0.06806, -0.03885, -0.68485, -0.72765,  0.87053,  0.33431, -0.36112, -1.00,  0.0829,  0.2782,  0.78539,  0.11123
790, 1905, -0.09507, -0.00982, -0.07072, -0.03934, -0.97974,  0.19637,  0.16483, -0.20019, -0.96579, -1.00,  0.12,  0.2547,  0.79885,  0.10367
791, 1904, -0.09234, -0.01052, -0.06427,  0.42396, -0.63542, -0.64537,  0.36678,  0.77199, -0.51913, -1.00,  0.0606,  0.2243,  0.7762,  0.08947
792, 1801, -0.09492, -0.00904, -0.07587,  0.1963,  0.74092, -0.64227, -0.91862,  0.36804,  0.1438, -1.00,  0.2013,  0.2204,  0.83098,  0.08929
793, 1802, -0.09057, -0.00978, -0.0749,  0.4474, -0.19531, -0.87274, -0.78667,  0.37825, -0.48793, -1.00,  0.1707,  0.2111,  0.82129,  0.085
794, 1803, -0.09465, -0.01049, -0.07664,  0.35705, -0.1581, -0.92061, -0.74034,  0.55307, -0.38212, -1.00,  0.1956,  0.2306,  0.82956,  0.09207
795, 1343, -0.08595,  0.01249,  0.06106,  0.02924,  0.57974,  0.81428,  0.96854,  0.18496, -0.16647, -1.00,  0.9215,  0.1101,  0.96139,  0.04971
796, 1340, -0.08787,  0.01316,  0.06058,  0.15703,  0.56586,  0.80941,  0.94369,  0.15566, -0.29191, -1.00,  0.9144,  0.1017,  0.95961,  0.04662
797, 1352, -0.09072,  0.01005,  0.06391,  0.27612,  0.54741,  0.79,  0.95825, -0.09326, -0.2703, -1.00,  0.8981,  0.1283,  0.95406,  0.0558
798, 1635, -0.07839,  0.00032, -0.05591,  0.85421, -0.18377, -0.48637,  0.17694,  0.98237, -0.06041, -1.00,  0.105,  0.4891,  0.02947,  0.05006
799, 1634, -0.07411, -0.00181, -0.05216,  0.66398, -0.0662, -0.74481, -0.00363,  0.99578, -0.09175, -1.00,  0.0814,  0.4455,  0.02469,  0.04123
800, 1640, -0.07925, -0.01111, -0.05585,  0.62032, -0.20769, -0.75635,  0.13392,  0.97819, -0.15877, -1.00,  0.0677,  0.4903,  0.02192,  0.0503
801, 1799, -0.09114, -0.00821, -0.07455,  0.09119,  0.69325, -0.71491, -0.9845,  0.17074,  0.03999, -1.00,  0.1741,  0.2041,  0.82197,  0.0836
802, 1798, -0.08722, -0.00828, -0.07325,  0.51978, -0.16604, -0.83801, -0.78576,  0.29204, -0.54525, -1.00,  0.1453,  0.193,  0.81224,  0.07868
803, 1802, -0.09057, -0.00978, -0.0749,  0.4474, -0.19531, -0.87274, -0.78667,  0.37825, -0.48793, -1.00,  0.1707,  0.2111,  0.82129,  0.085
804, 940, -0.07899,  0.00661,  0.04897,  0.58911,  0.06289,  0.8056,  0.00446, -0.9972,  0.07458, -1.00,  0.9188,  0.4455,  0.19434,  0.04123
805, 938, -0.08019,  0.01758,  0.0479,  0.75917,  0.00258,  0.64987, -0.00895, -0.9998,  0.01492, -1.00,  0.8892,  0.4619,  0.18834,  0.04455
806, 941, -0.08359,  0.00929,  0.05189,  0.80225, -0.09419,  0.58951, -0.17817, -0.98025,  0.08585, -1.00,  0.8952,  0.4891,  0.18956,  0.05006
807, 1670, -0.19897, -0.01174, -0.02708, -0.93066, -0.19233, -0.31124, -0.20159,  0.97947, -0.00247, -1.00,  0.3483,  0.9787,  0.07876,  0.14925
808, 1679, -0.19313, -0.03633, -0.004, -0.84522, -0.53441,  0.00368, -0.53133,  0.83958, -0.1131, -1.00,  0.3151,  0.9958,  0.07204,  0.15271
809, 1672, -0.20275, -0.01046, -0.00662, -0.98116, -0.19063, -0.03151, -0.19008,  0.98157, -0.01955, -1.00,  0.4085,  0.9958,  0.09096,  0.15271
810, 1379, -0.1054,  0.00964,  0.06523,  0.01676,  0.67594,  0.73677,  0.99037, -0.1125,  0.08068, -1.00,  0.8164,  0.1226,  0.9243,  0.05309
811, 1391, -0.11043,  0.01043,  0.06602,  0.64779,  0.50988,  0.56604,  0.75233, -0.54507, -0.36999, -1.00,  0.7768,  0.1352,  0.90828,  0.0576
812, 1376, -0.10625,  0.00695,  0.06732,  0.12287,  0.60425,  0.78726,  0.9746, -0.22315,  0.01917, -1.00,  0.788,  0.1844,  0.91265,  0.07855
813, 1385, -0.11381,  0.01127,  0.0689, -0.20247,  0.66814,  0.71596,  0.86844,  0.46037, -0.18402, -1.00,  0.7492,  0.1445,  0.89982,  0.06209
814, 1402, -0.11451,  0.00699,  0.07124, -0.87761, -0.11091,  0.46636, -0.0671,  0.99171,  0.10958, -1.00,  0.7231,  0.1783,  0.8898,  0.07532
815, 1384, -0.11324,  0.00784,  0.07163, -0.15996,  0.47936,  0.86292,  0.63468,  0.71948, -0.28202, -1.00,  0.7322,  0.1857,  0.89335,  0.07742
816, 1477, -0.08359,  0.00929,  0.05189,  0.80225, -0.09419,  0.58951,  0.54498, -0.28756, -0.7876, -1.00,  0.9902,  0.1286,  0.9895,  0.05684
817, 1478, -0.08304,  0.01545,  0.05377,  0.87675, -0.46417, -0.12593, -0.19533, -0.10439, -0.97517, -1.00,  0.9801,  0.0994,  0.98332,  0.04575
818, 1476, -0.08438,  0.00993,  0.05692,  0.83558, -0.53929, -0.1048, -0.15246, -0.04435, -0.98731, -1.00,  0.9655,  0.1306,  0.97919,  0.05705
819, 1801, -0.09492, -0.00904, -0.07587,  0.1963,  0.74092, -0.64227, -0.91862,  0.36804,  0.1438, -1.00,  0.2013,  0.2204,  0.83098,  0.08929
820, 1799, -0.09114, -0.00821, -0.07455,  0.09119,  0.69325, -0.71491, -0.9845,  0.17074,  0.03999, -1.00,  0.1741,  0.2041,  0.82197,  0.0836
821, 1802, -0.09057, -0.00978, -0.0749,  0.4474, -0.19531, -0.87274, -0.78667,  0.37825, -0.48793, -1.00,  0.1707,  0.2111,  0.82129,  0.085
822, 1901, -0.08277, -0.0062, -0.0594,  0.72073, -0.45396, -0.5239, -0.31131,  0.4633, -0.82972, -1.00,  0.0292,  0.1731,  0.76488,  0.06997
823, 1902, -0.08672, -0.00718, -0.06659,  0.35164, -0.92367,  0.15228,  0.25127, -0.06357, -0.96583, -1.00,  0.0773,  0.2075,  0.78433,  0.087
