VTX, IDX, in_POSITION0.x, in_POSITION0.y, in_POSITION0.z, in_NORMAL0.x, in_NORMAL0.y, in_NORMAL0.z, in_TANGENT0.x, in_TANGENT0.y, in_TANGENT0.z, in_TANGENT0.w, in_TEXCOORD0.x, in_TEXCOORD0.y, in_TEXCOORD1.x, in_TEXCOORD1.y
632, 5358,  0.5888,  0.04973,  0.01209, -0.30936,  0.31335, -0.89784, -0.87574,  0.27411,  0.39742, -1.00,  0.80089,  0.90215,  0.80089,  0.90215
633, 5302,  0.58843,  0.03931,  0.00952, -0.15525,  0.13107, -0.97914, -0.9126,  0.36047,  0.19295, -1.00,  0.7959,  0.9133,  0.7959,  0.9133
634, 5358,  0.5888,  0.04973,  0.01209, -0.30936,  0.31335, -0.89784, -0.87574,  0.27411,  0.39742, -1.00,  0.80089,  0.90215,  0.80089,  0.90215
635, 5359,  0.59602,  0.04394,  0.01034,  0.02875,  0.13024, -0.99107, -0.9308,  0.36494,  0.02096, -1.00,  0.78702,  0.90552,  0.78702,  0.90552
636, 5302,  0.58843,  0.03931,  0.00952, -0.15525,  0.13107, -0.97914, -0.9126,  0.36047,  0.19295, -1.00,  0.7959,  0.9133,  0.7959,  0.9133
637, 5359,  0.59602,  0.04394,  0.01034,  0.02875,  0.13024, -0.99107, -0.9308,  0.36494,  0.02096, -1.00,  0.78702,  0.90552,  0.78702,  0.90552
638, 5360,  0.60317,  0.03392,  0.01048,  0.1097,  0.03053, -0.9935, -0.93138,  0.35222, -0.09202, -1.00,  0.77379,  0.91257,  0.77379,  0.91257
639, 5360,  0.60317,  0.03392,  0.01048,  0.1097,  0.03053, -0.9935, -0.93138,  0.35222, -0.09202, -1.00,  0.77379,  0.91257,  0.77379,  0.91257
640, 5361,  0.60124,  0.01352,  0.00971,  0.1164, -0.13804, -0.98356, -0.95776,  0.24659, -0.14796, -1.00,  0.76669,  0.93928,  0.76669,  0.93928
641, 5302,  0.58843,  0.03931,  0.00952, -0.15525,  0.13107, -0.97914, -0.9126,  0.36047,  0.19295, -1.00,  0.7959,  0.9133,  0.7959,  0.9133
642, 5302,  0.58843,  0.03931,  0.00952, -0.15525,  0.13107, -0.97914, -0.9126,  0.36047,  0.19295, -1.00,  0.7959,  0.9133,  0.7959,  0.9133
643, 5361,  0.60124,  0.01352,  0.00971,  0.1164, -0.13804, -0.98356, -0.95776,  0.24659, -0.14796, -1.00,  0.76669,  0.93928,  0.76669,  0.93928
644, 5303,  0.58693,  0.01644,  0.00972, -0.13606, -0.16047, -0.97762, -0.94152,  0.32798,  0.0772, -1.00,  0.7838,  0.9406,  0.7838,  0.9406
645, 5360,  0.60317,  0.03392,  0.01048,  0.1097,  0.03053, -0.9935, -0.93138,  0.35222, -0.09202, -1.00,  0.77379,  0.91257,  0.77379,  0.91257
646, 5362,  0.60737,  0.01399,  0.01198,  0.31586, -0.09017, -0.94451, -0.92006,  0.21406, -0.32812, -1.00,  0.762,  0.93743,  0.762,  0.93743
647, 5361,  0.60124,  0.01352,  0.00971,  0.1164, -0.13804, -0.98356, -0.95776,  0.24659, -0.14796, -1.00,  0.76669,  0.93928,  0.76669,  0.93928
648, 5361,  0.60124,  0.01352,  0.00971,  0.1164, -0.13804, -0.98356, -0.95776,  0.24659, -0.14796, -1.00,  0.76669,  0.93928,  0.76669,  0.93928
649, 5304,  0.58862, -0.00365,  0.01698, -0.14012, -0.48273, -0.86449, -0.96183,  0.27362,  0.00311, -1.00,  0.7707,  0.9655,  0.7707,  0.9655
650, 5303,  0.58693,  0.01644,  0.00972, -0.13606, -0.16047, -0.97762, -0.94152,  0.32798,  0.0772, -1.00,  0.7838,  0.9406,  0.7838,  0.9406
651, 5361,  0.60124,  0.01352,  0.00971,  0.1164, -0.13804, -0.98356, -0.95776,  0.24659, -0.14796, -1.00,  0.76669,  0.93928,  0.76669,  0.93928
652, 5363,  0.60411, -0.00318,  0.0141,  0.05979, -0.43851, -0.89674, -0.87628,  0.40718, -0.25755, -1.00,  0.7557,  0.9579,  0.7557,  0.9579
653, 5304,  0.58862, -0.00365,  0.01698, -0.14012, -0.48273, -0.86449, -0.96183,  0.27362,  0.00311, -1.00,  0.7707,  0.9655,  0.7707,  0.9655
654, 5362,  0.60737,  0.01399,  0.01198,  0.31586, -0.09017, -0.94451, -0.92006,  0.21406, -0.32812, -1.00,  0.762,  0.93743,  0.762,  0.93743
655, 5363,  0.60411, -0.00318,  0.0141,  0.05979, -0.43851, -0.89674, -0.87628,  0.40718, -0.25755, -1.00,  0.7557,  0.9579,  0.7557,  0.9579
656, 5361,  0.60124,  0.01352,  0.00971,  0.1164, -0.13804, -0.98356, -0.95776,  0.24659, -0.14796, -1.00,  0.76669,  0.93928,  0.76669,  0.93928
657, 5362,  0.60737,  0.01399,  0.01198,  0.31586, -0.09017, -0.94451, -0.92006,  0.21406, -0.32812, -1.00,  0.762,  0.93743,  0.762,  0.93743
658, 5364,  0.60844, -0.00079,  0.01447,  0.25828, -0.30756, -0.9158, -0.59605,  0.69529, -0.40161, -1.00,  0.75484,  0.95062,  0.75484,  0.95062
659, 5363,  0.60411, -0.00318,  0.0141,  0.05979, -0.43851, -0.89674, -0.87628,  0.40718, -0.25755, -1.00,  0.7557,  0.9579,  0.7557,  0.9579
660, 5365, -0.37949, -0.04032,  0.07017,  0.61185, -0.1384,  0.77075, -0.10351, -0.98003, -0.08782, -1.00,  0.5843,  0.0713,  0.5843,  0.0713
661, 5366, -0.38014, -0.05002,  0.06781,  0.69577, -0.35626,  0.61176, -0.11344, -0.89894, -0.39487, -1.00,  0.5984,  0.0709,  0.5984,  0.0709
662, 5367, -0.37265, -0.04335,  0.06381,  0.58354, -0.41622,  0.68794, -0.17592, -0.88958, -0.38961, -1.00,  0.5938,  0.0591,  0.5938,  0.0591
663, 5365, -0.37949, -0.04032,  0.07017,  0.61185, -0.1384,  0.77075, -0.10351, -0.98003, -0.08782, -1.00,  0.5843,  0.0713,  0.5843,  0.0713
664, 5367, -0.37265, -0.04335,  0.06381,  0.58354, -0.41622,  0.68794, -0.17592, -0.88958, -0.38961, -1.00,  0.5938,  0.0591,  0.5938,  0.0591
665, 5368, -0.37224, -0.0344,  0.06659,  0.51536, -0.14761,  0.83764, -0.16025, -0.97287, -0.06571, -1.00,  0.5785,  0.0613,  0.5785,  0.0613
666, 5369, -0.37898, -0.03105,  0.07076,  0.55087,  0.00241,  0.82726, -0.12044, -0.97921,  0.09192, -1.00,  0.5712,  0.0727,  0.5712,  0.0727
667, 5365, -0.37949, -0.04032,  0.07017,  0.61185, -0.1384,  0.77075, -0.10351, -0.98003, -0.08782, -1.00,  0.5843,  0.0713,  0.5843,  0.0713
668, 5368, -0.37224, -0.0344,  0.06659,  0.51536, -0.14761,  0.83764, -0.16025, -0.97287, -0.06571, -1.00,  0.5785,  0.0613,  0.5785,  0.0613
669, 5369, -0.37898, -0.03105,  0.07076,  0.55087,  0.00241,  0.82726, -0.12044, -0.97921,  0.09192, -1.00,  0.5712,  0.0727,  0.5712,  0.0727
670, 5368, -0.37224, -0.0344,  0.06659,  0.51536, -0.14761,  0.83764, -0.16025, -0.97287, -0.06571, -1.00,  0.5785,  0.0613,  0.5785,  0.0613
671, 5370, -0.37201, -0.02524,  0.06676,  0.47543,  0.03006,  0.87241, -0.15297, -0.96978,  0.12725, -1.00,  0.5639,  0.0634,  0.5639,  0.0634
672, 5370, -0.37201, -0.02524,  0.06676,  0.47543,  0.03006,  0.87241, -0.15297, -0.96978,  0.12725, -1.00,  0.5639,  0.0634,  0.5639,  0.0634
673, 5368, -0.37224, -0.0344,  0.06659,  0.51536, -0.14761,  0.83764, -0.16025, -0.97287, -0.06571, -1.00,  0.5785,  0.0613,  0.5785,  0.0613
674, 5371, -0.365, -0.02938,  0.06336,  0.40179, -0.08056,  0.90777, -0.17417, -0.97373, -0.00175, -1.00,  0.5721,  0.0513,  0.5721,  0.0513
675, 5367, -0.37265, -0.04335,  0.06381,  0.58354, -0.41622,  0.68794, -0.17592, -0.88958, -0.38961, -1.00,  0.5938,  0.0591,  0.5938,  0.0591
676, 5371, -0.365, -0.02938,  0.06336,  0.40179, -0.08056,  0.90777, -0.17417, -0.97373, -0.00175, -1.00,  0.5721,  0.0513,  0.5721,  0.0513
677, 5368, -0.37224, -0.0344,  0.06659,  0.51536, -0.14761,  0.83764, -0.16025, -0.97287, -0.06571, -1.00,  0.5785,  0.0613,  0.5785,  0.0613
678, 5370, -0.37201, -0.02524,  0.06676,  0.47543,  0.03006,  0.87241, -0.15297, -0.96978,  0.12725, -1.00,  0.5639,  0.0634,  0.5639,  0.0634
679, 5371, -0.365, -0.02938,  0.06336,  0.40179, -0.08056,  0.90777, -0.17417, -0.97373, -0.00175, -1.00,  0.5721,  0.0513,  0.5721,  0.0513
680, 5372, -0.3648, -0.01995,  0.06278,  0.40189,  0.09584,  0.90494, -0.16373, -0.9597,  0.18481, -1.00,  0.556,  0.0536,  0.556,  0.0536
681, 5373, -0.37174, -0.01758,  0.06574,  0.44586,  0.18017,  0.86883, -0.15548, -0.93682,  0.28659, -1.00,  0.5524,  0.0652,  0.5524,  0.0652
682, 5369, -0.37898, -0.03105,  0.07076,  0.55087,  0.00241,  0.82726, -0.12044, -0.97921,  0.09192, -1.00,  0.5712,  0.0727,  0.5712,  0.0727
683, 5370, -0.37201, -0.02524,  0.06676,  0.47543,  0.03006,  0.87241, -0.15297, -0.96978,  0.12725, -1.00,  0.5639,  0.0634,  0.5639,  0.0634
684, 5372, -0.3648, -0.01995,  0.06278,  0.40189,  0.09584,  0.90494, -0.16373, -0.9597,  0.18481, -1.00,  0.556,  0.0536,  0.556,  0.0536
685, 5373, -0.37174, -0.01758,  0.06574,  0.44586,  0.18017,  0.86883, -0.15548, -0.93682,  0.28659, -1.00,  0.5524,  0.0652,  0.5524,  0.0652
686, 5370, -0.37201, -0.02524,  0.06676,  0.47543,  0.03006,  0.87241, -0.15297, -0.96978,  0.12725, -1.00,  0.5639,  0.0634,  0.5639,  0.0634
687, 5373, -0.37174, -0.01758,  0.06574,  0.44586,  0.18017,  0.86883, -0.15548, -0.93682,  0.28659, -1.00,  0.5524,  0.0652,  0.5524,  0.0652
688, 5374, -0.37873, -0.02243,  0.06983,  0.52165,  0.12756,  0.83568, -0.1398, -0.95199,  0.2433, -1.00,  0.5591,  0.0741,  0.5591,  0.0741
689, 5369, -0.37898, -0.03105,  0.07076,  0.55087,  0.00241,  0.82726, -0.12044, -0.97921,  0.09192, -1.00,  0.5712,  0.0727,  0.5712,  0.0727
690, 5372, -0.3648, -0.01995,  0.06278,  0.40189,  0.09584,  0.90494, -0.16373, -0.9597,  0.18481, -1.00,  0.556,  0.0536,  0.556,  0.0536
691, 5371, -0.365, -0.02938,  0.06336,  0.40179, -0.08056,  0.90777, -0.17417, -0.97373, -0.00175, -1.00,  0.5721,  0.0513,  0.5721,  0.0513
692, 5375, -0.35768, -0.02556,  0.06031,  0.21305, -0.00016,  0.97474, -0.16784, -0.97581,  0.04333, -1.00,  0.566,  0.0415,  0.566,  0.0415
693, 5371, -0.365, -0.02938,  0.06336,  0.40179, -0.08056,  0.90777, -0.17417, -0.97373, -0.00175, -1.00,  0.5721,  0.0513,  0.5721,  0.0513
694, 5376, -0.35822, -0.03564,  0.05996,  0.24179, -0.33801,  0.908, -0.20417, -0.92515, -0.28921, -1.00,  0.5858,  0.0398,  0.5858,  0.0398
695, 5375, -0.35768, -0.02556,  0.06031,  0.21305, -0.00016,  0.97474, -0.16784, -0.97581,  0.04333, -1.00,  0.566,  0.0415,  0.566,  0.0415
696, 5377, -0.35088, -0.03435,  0.05925, -0.01009, -0.27907,  0.95995, -0.20047, -0.93493, -0.27347, -1.00,  0.5833,  0.03,  0.5833,  0.03
697, 5375, -0.35768, -0.02556,  0.06031,  0.21305, -0.00016,  0.97474, -0.16784, -0.97581,  0.04333, -1.00,  0.566,  0.0415,  0.566,  0.0415
698, 5376, -0.35822, -0.03564,  0.05996,  0.24179, -0.33801,  0.908, -0.20417, -0.92515, -0.28921, -1.00,  0.5858,  0.0398,  0.5858,  0.0398
699, 5377, -0.35088, -0.03435,  0.05925, -0.01009, -0.27907,  0.95995, -0.20047, -0.93493, -0.27347, -1.00,  0.5833,  0.03,  0.5833,  0.03
700, 5378, -0.34999, -0.02483,  0.05942, -0.04599,  0.04035,  0.99718, -0.14808, -0.98249,  0.03701, -1.00,  0.5652,  0.0311,  0.5652,  0.0311
701, 5375, -0.35768, -0.02556,  0.06031,  0.21305, -0.00016,  0.97474, -0.16784, -0.97581,  0.04333, -1.00,  0.566,  0.0415,  0.566,  0.0415
702, 5379, -0.34287, -0.03507,  0.06003, -0.2926, -0.26307,  0.91901, -0.18022, -0.92612, -0.32284, -1.00,  0.5823,  0.018,  0.5823,  0.018
703, 5378, -0.34999, -0.02483,  0.05942, -0.04599,  0.04035,  0.99718, -0.14808, -0.98249,  0.03701, -1.00,  0.5652,  0.0311,  0.5652,  0.0311
704, 5377, -0.35088, -0.03435,  0.05925, -0.01009, -0.27907,  0.95995, -0.20047, -0.93493, -0.27347, -1.00,  0.5833,  0.03,  0.5833,  0.03
705, 5379, -0.34287, -0.03507,  0.06003, -0.2926, -0.26307,  0.91901, -0.18022, -0.92612, -0.32284, -1.00,  0.5823,  0.018,  0.5823,  0.018
706, 5380, -0.34174, -0.02568,  0.06062, -0.2902,  0.06699,  0.95405, -0.13455, -0.98783,  0.02991, -1.00,  0.566,  0.0189,  0.566,  0.0189
707, 5378, -0.34999, -0.02483,  0.05942, -0.04599,  0.04035,  0.99718, -0.14808, -0.98249,  0.03701, -1.00,  0.5652,  0.0311,  0.5652,  0.0311
708, 5381, -0.34064, -0.01435,  0.05915, -0.25173,  0.35644,  0.89851, -0.12772, -0.93097,  0.33621, -1.00,  0.5469,  0.019,  0.5469,  0.019
709, 5378, -0.34999, -0.02483,  0.05942, -0.04599,  0.04035,  0.99718, -0.14808, -0.98249,  0.03701, -1.00,  0.5652,  0.0311,  0.5652,  0.0311
710, 5380, -0.34174, -0.02568,  0.06062, -0.2902,  0.06699,  0.95405, -0.13455, -0.98783,  0.02991, -1.00,  0.566,  0.0189,  0.566,  0.0189
711, 5381, -0.34064, -0.01435,  0.05915, -0.25173,  0.35644,  0.89851, -0.12772, -0.93097,  0.33621, -1.00,  0.5469,  0.019,  0.5469,  0.019
712, 5382, -0.34903, -0.01389,  0.05832, -0.0368,  0.31868,  0.9446, -0.1254, -0.93555,  0.3171, -1.00,  0.5455,  0.0316,  0.5455,  0.0316
713, 5378, -0.34999, -0.02483,  0.05942, -0.04599,  0.04035,  0.99718, -0.14808, -0.98249,  0.03701, -1.00,  0.5652,  0.0311,  0.5652,  0.0311
714, 5381, -0.34064, -0.01435,  0.05915, -0.25173,  0.35644,  0.89851, -0.12772, -0.93097,  0.33621, -1.00,  0.5469,  0.019,  0.5469,  0.019
715, 5380, -0.34174, -0.02568,  0.06062, -0.2902,  0.06699,  0.95405, -0.13455, -0.98783,  0.02991, -1.00,  0.566,  0.0189,  0.566,  0.0189
716, 5383, -0.33517, -0.02729,  0.06349, -0.63898,  0.12707,  0.75844, -0.17457, -0.9843,  0.01761, -1.00,  0.5674,  0.0074,  0.5674,  0.0074
717, 5381, -0.34064, -0.01435,  0.05915, -0.25173,  0.35644,  0.89851, -0.12772, -0.93097,  0.33621, -1.00,  0.5469,  0.019,  0.5469,  0.019
718, 5383, -0.33517, -0.02729,  0.06349, -0.63898,  0.12707,  0.75844, -0.17457, -0.9843,  0.01761, -1.00,  0.5674,  0.0074,  0.5674,  0.0074
719, 5384, -0.33268, -0.0151,  0.06191, -0.59337,  0.37318,  0.71282, -0.16265, -0.92249,  0.3469, -1.00,  0.5494,  0.0074,  0.5494,  0.0074
720, 5381, -0.34064, -0.01435,  0.05915, -0.25173,  0.35644,  0.89851, -0.12772, -0.93097,  0.33621, -1.00,  0.5469,  0.019,  0.5469,  0.019
721, 5384, -0.33268, -0.0151,  0.06191, -0.59337,  0.37318,  0.71282, -0.16265, -0.92249,  0.3469, -1.00,  0.5494,  0.0074,  0.5494,  0.0074
722, 5385, -0.34056, -0.00679,  0.054, -0.17722,  0.63467,  0.74962, -0.03345, -0.76417,  0.64243, -1.00,  0.5316,  0.0203,  0.5316,  0.0203
723, 5377, -0.35088, -0.03435,  0.05925, -0.01009, -0.27907,  0.95995, -0.20047, -0.93493, -0.27347, -1.00,  0.5833,  0.03,  0.5833,  0.03
724, 5386, -0.34526, -0.04584,  0.05274, -0.25795, -0.72518,  0.6375, -0.20974, -0.60126, -0.77018, -1.00,  0.605,  0.018,  0.605,  0.018
725, 5379, -0.34287, -0.03507,  0.06003, -0.2926, -0.26307,  0.91901, -0.18022, -0.92612, -0.32284, -1.00,  0.5823,  0.018,  0.5823,  0.018
726, 5387, -0.33893, -0.04804,  0.05433, -0.48758, -0.68066,  0.54629, -0.13738, -0.55826, -0.81821, -1.00,  0.6039,  0.0074,  0.6039,  0.0074
727, 5379, -0.34287, -0.03507,  0.06003, -0.2926, -0.26307,  0.91901, -0.18022, -0.92612, -0.32284, -1.00,  0.5823,  0.018,  0.5823,  0.018
728, 5386, -0.34526, -0.04584,  0.05274, -0.25795, -0.72518,  0.6375, -0.20974, -0.60126, -0.77018, -1.00,  0.605,  0.018,  0.605,  0.018
729, 5387, -0.33893, -0.04804,  0.05433, -0.48758, -0.68066,  0.54629, -0.13738, -0.55826, -0.81821, -1.00,  0.6039,  0.0074,  0.6039,  0.0074
730, 5388, -0.33684, -0.03718,  0.06231, -0.61537, -0.21541,  0.75795, -0.14727, -0.91335, -0.37939, -1.00,  0.5824,  0.0074,  0.5824,  0.0074
731, 5379, -0.34287, -0.03507,  0.06003, -0.2926, -0.26307,  0.91901, -0.18022, -0.92612, -0.32284, -1.00,  0.5823,  0.018,  0.5823,  0.018
732, 5388, -0.33684, -0.03718,  0.06231, -0.61537, -0.21541,  0.75795, -0.14727, -0.91335, -0.37939, -1.00,  0.5824,  0.0074,  0.5824,  0.0074
733, 5383, -0.33517, -0.02729,  0.06349, -0.63898,  0.12707,  0.75844, -0.17457, -0.9843,  0.01761, -1.00,  0.5674,  0.0074,  0.5674,  0.0074
734, 5380, -0.34174, -0.02568,  0.06062, -0.2902,  0.06699,  0.95405, -0.13455, -0.98783,  0.02991, -1.00,  0.566,  0.0189,  0.566,  0.0189
735, 5388, -0.33684, -0.03718,  0.06231, -0.61537, -0.21541,  0.75795, -0.14727, -0.91335, -0.37939, -1.00,  0.5824,  0.0074,  0.5824,  0.0074
736, 5380, -0.34174, -0.02568,  0.06062, -0.2902,  0.06699,  0.95405, -0.13455, -0.98783,  0.02991, -1.00,  0.566,  0.0189,  0.566,  0.0189
737, 5379, -0.34287, -0.03507,  0.06003, -0.2926, -0.26307,  0.91901, -0.18022, -0.92612, -0.32284, -1.00,  0.5823,  0.018,  0.5823,  0.018
738, 5386, -0.34526, -0.04584,  0.05274, -0.25795, -0.72518,  0.6375, -0.20974, -0.60126, -0.77018, -1.00,  0.605,  0.018,  0.605,  0.018
739, 5389, -0.34782, -0.05018,  0.04147, -0.1664, -0.96902,  0.17707, -0.17579, -0.14712, -0.97307, -1.00,  0.6272,  0.0186,  0.6272,  0.0186
740, 5387, -0.33893, -0.04804,  0.05433, -0.48758, -0.68066,  0.54629, -0.13738, -0.55826, -0.81821, -1.00,  0.6039,  0.0074,  0.6039,  0.0074
741, 5377, -0.35088, -0.03435,  0.05925, -0.01009, -0.27907,  0.95995, -0.20047, -0.93493, -0.27347, -1.00,  0.5833,  0.03,  0.5833,  0.03
742, 5390, -0.35291, -0.04497,  0.05276,  0.04199, -0.77465,  0.62842, -0.26035, -0.61192, -0.74234, -1.00,  0.6065,  0.0292,  0.6065,  0.0292
743, 5386, -0.34526, -0.04584,  0.05274, -0.25795, -0.72518,  0.6375, -0.20974, -0.60126, -0.77018, -1.00,  0.605,  0.018,  0.605,  0.018
744, 5376, -0.35822, -0.03564,  0.05996,  0.24179, -0.33801,  0.908, -0.20417, -0.92515, -0.28921, -1.00,  0.5858,  0.0398,  0.5858,  0.0398
745, 5390, -0.35291, -0.04497,  0.05276,  0.04199, -0.77465,  0.62842, -0.26035, -0.61192, -0.74234, -1.00,  0.6065,  0.0292,  0.6065,  0.0292
746, 5377, -0.35088, -0.03435,  0.05925, -0.01009, -0.27907,  0.95995, -0.20047, -0.93493, -0.27347, -1.00,  0.5833,  0.03,  0.5833,  0.03
747, 5386, -0.34526, -0.04584,  0.05274, -0.25795, -0.72518,  0.6375, -0.20974, -0.60126, -0.77018, -1.00,  0.605,  0.018,  0.605,  0.018
748, 5390, -0.35291, -0.04497,  0.05276,  0.04199, -0.77465,  0.62842, -0.26035, -0.61192, -0.74234, -1.00,  0.6065,  0.0292,  0.6065,  0.0292
749, 5391, -0.35485, -0.04885,  0.04258,  0.03597, -0.97986,  0.17722, -0.21484, -0.17811, -0.95874, -1.00,  0.6284,  0.028,  0.6284,  0.028
750, 5386, -0.34526, -0.04584,  0.05274, -0.25795, -0.72518,  0.6375, -0.20974, -0.60126, -0.77018, -1.00,  0.605,  0.018,  0.605,  0.018
751, 5391, -0.35485, -0.04885,  0.04258,  0.03597, -0.97986,  0.17722, -0.21484, -0.17811, -0.95874, -1.00,  0.6284,  0.028,  0.6284,  0.028
752, 5389, -0.34782, -0.05018,  0.04147, -0.1664, -0.96902,  0.17707, -0.17579, -0.14712, -0.97307, -1.00,  0.6272,  0.0186,  0.6272,  0.0186
753, 5392, -0.34963, -0.04964,  0.02704, -0.19608, -0.96129, -0.18807, -0.13845,  0.21713, -0.96603, -1.00,  0.6559,  0.0174,  0.6559,  0.0174
754, 5389, -0.34782, -0.05018,  0.04147, -0.1664, -0.96902,  0.17707, -0.17579, -0.14712, -0.97307, -1.00,  0.6272,  0.0186,  0.6272,  0.0186
755, 5391, -0.35485, -0.04885,  0.04258,  0.03597, -0.97986,  0.17722, -0.21484, -0.17811, -0.95874, -1.00,  0.6284,  0.028,  0.6284,  0.028
756, 5392, -0.34963, -0.04964,  0.02704, -0.19608, -0.96129, -0.18807, -0.13845,  0.21713, -0.96603, -1.00,  0.6559,  0.0174,  0.6559,  0.0174
757, 5393, -0.34103, -0.05205,  0.04067, -0.28244, -0.95144,  0.12069, -0.14482, -0.0823, -0.98597, -1.00,  0.6265,  0.0074,  0.6265,  0.0074
758, 5389, -0.34782, -0.05018,  0.04147, -0.1664, -0.96902,  0.17707, -0.17579, -0.14712, -0.97307, -1.00,  0.6272,  0.0186,  0.6272,  0.0186
759, 5389, -0.34782, -0.05018,  0.04147, -0.1664, -0.96902,  0.17707, -0.17579, -0.14712, -0.97307, -1.00,  0.6272,  0.0186,  0.6272,  0.0186
760, 5393, -0.34103, -0.05205,  0.04067, -0.28244, -0.95144,  0.12069, -0.14482, -0.0823, -0.98597, -1.00,  0.6265,  0.0074,  0.6265,  0.0074
761, 5387, -0.33893, -0.04804,  0.05433, -0.48758, -0.68066,  0.54629, -0.13738, -0.55826, -0.81821, -1.00,  0.6039,  0.0074,  0.6039,  0.0074
762, 5392, -0.34963, -0.04964,  0.02704, -0.19608, -0.96129, -0.18807, -0.13845,  0.21713, -0.96603, -1.00,  0.6559,  0.0174,  0.6559,  0.0174
763, 5394, -0.34309, -0.05124,  0.02551, -0.29205, -0.94074, -0.17154, -0.08917,  0.20511, -0.97454, -1.00,  0.6559,  0.0074,  0.6559,  0.0074
764, 5393, -0.34103, -0.05205,  0.04067, -0.28244, -0.95144,  0.12069, -0.14482, -0.0823, -0.98597, -1.00,  0.6265,  0.0074,  0.6265,  0.0074
765, 5392, -0.34963, -0.04964,  0.02704, -0.19608, -0.96129, -0.18807, -0.13845,  0.21713, -0.96603, -1.00,  0.6559,  0.0174,  0.6559,  0.0174
766, 5391, -0.35485, -0.04885,  0.04258,  0.03597, -0.97986,  0.17722, -0.21484, -0.17811, -0.95874, -1.00,  0.6284,  0.028,  0.6284,  0.028
767, 5395, -0.35725, -0.04901,  0.02873, -0.00757, -0.97237, -0.21367, -0.20832,  0.21188, -0.95413, -1.00,  0.6559,  0.0275,  0.6559,  0.0275
768, 5396, -0.34876, -0.0064,  0.05399, -0.02823,  0.63968,  0.76202, -0.06151, -0.76039,  0.64346, -1.00,  0.5305,  0.0328,  0.5305,  0.0328
769, 5382, -0.34903, -0.01389,  0.05832, -0.0368,  0.31868,  0.9446, -0.1254, -0.93555,  0.3171, -1.00,  0.5455,  0.0316,  0.5455,  0.0316
770, 5381, -0.34064, -0.01435,  0.05915, -0.25173,  0.35644,  0.89851, -0.12772, -0.93097,  0.33621, -1.00,  0.5469,  0.019,  0.5469,  0.019
771, 5396, -0.34876, -0.0064,  0.05399, -0.02823,  0.63968,  0.76202, -0.06151, -0.76039,  0.64346, -1.00,  0.5305,  0.0328,  0.5305,  0.0328
772, 5381, -0.34064, -0.01435,  0.05915, -0.25173,  0.35644,  0.89851, -0.12772, -0.93097,  0.33621, -1.00,  0.5469,  0.019,  0.5469,  0.019
773, 5385, -0.34056, -0.00679,  0.054, -0.17722,  0.63467,  0.74962, -0.03345, -0.76417,  0.64243, -1.00,  0.5316,  0.0203,  0.5316,  0.0203
774, 5397, -0.34899, -0.00033,  0.04665, -0.06976,  0.85105,  0.50853,  0.04322, -0.50701,  0.86007, -1.00,  0.5143,  0.0336,  0.5143,  0.0336
775, 5396, -0.34876, -0.0064,  0.05399, -0.02823,  0.63968,  0.76202, -0.06151, -0.76039,  0.64346, -1.00,  0.5305,  0.0328,  0.5305,  0.0328
776, 5385, -0.34056, -0.00679,  0.054, -0.17722,  0.63467,  0.74962, -0.03345, -0.76417,  0.64243, -1.00,  0.5316,  0.0203,  0.5316,  0.0203
777, 5397, -0.34899, -0.00033,  0.04665, -0.06976,  0.85105,  0.50853,  0.04322, -0.50701,  0.86007, -1.00,  0.5143,  0.0336,  0.5143,  0.0336
778, 5385, -0.34056, -0.00679,  0.054, -0.17722,  0.63467,  0.74962, -0.03345, -0.76417,  0.64243, -1.00,  0.5316,  0.0203,  0.5316,  0.0203
779, 5398, -0.34111,  0.00074,  0.04613, -0.2045,  0.83466,  0.50629,  0.04207, -0.50901,  0.85918, -1.00,  0.5141,  0.0212,  0.5141,  0.0212
780, 5398, -0.34111,  0.00074,  0.04613, -0.2045,  0.83466,  0.50629,  0.04207, -0.50901,  0.85918, -1.00,  0.5141,  0.0212,  0.5141,  0.0212
781, 5399, -0.3499,  0.00263,  0.03887, -0.12577,  0.95895,  0.22765,  0.15365, -0.20965,  0.96489, -1.00,  0.50,  0.0338,  0.50,  0.0338
782, 5397, -0.34899, -0.00033,  0.04665, -0.06976,  0.85105,  0.50853,  0.04322, -0.50701,  0.86007, -1.00,  0.5143,  0.0336,  0.5143,  0.0336
783, 5398, -0.34111,  0.00074,  0.04613, -0.2045,  0.83466,  0.50629,  0.04207, -0.50901,  0.85918, -1.00,  0.5141,  0.0212,  0.5141,  0.0212
784, 5400, -0.34192,  0.00338,  0.03784, -0.2353,  0.93684,  0.2475,  0.15077, -0.21661,  0.96415, -1.00,  0.50,  0.0217,  0.50,  0.0217
785, 5399, -0.3499,  0.00263,  0.03887, -0.12577,  0.95895,  0.22765,  0.15365, -0.20965,  0.96489, -1.00,  0.50,  0.0338,  0.50,  0.0338
786, 5400, -0.34192,  0.00338,  0.03784, -0.2353,  0.93684,  0.2475,  0.15077, -0.21661,  0.96415, -1.00,  0.50,  0.0217,  0.50,  0.0217
787, 5398, -0.34111,  0.00074,  0.04613, -0.2045,  0.83466,  0.50629,  0.04207, -0.50901,  0.85918, -1.00,  0.5141,  0.0212,  0.5141,  0.0212
